engine_id,cycle,timestamp,log_text,fault_type,severity
42,72,2024-06-27 00:00:00,Scheduled maintenance: oil level checked.,No Fault,0
42,77,2024-06-27 05:00:00,System operating within normal parameters.,No Fault,0
42,98,2024-06-28 02:00:00,"Sensors calibrated, readings normal.",No Fault,0
42,109,2024-06-28 13:00:00,"Sensors calibrated, readings normal.",No Fault,0
42,126,2024-06-29 06:00:00,surge detected in low pressure compressor.,Fan/Compressor Issue,2
42,137,2024-06-29 17:00:00,Cooling system check: OK.,No Fault,0
42,142,2024-06-29 22:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
42,158,2024-06-30 14:00:00,"sensors calibrated, readings normal.",No Fault,0
42,160,2024-06-30 16:00:00,"Thermal runaway risk, shutdown initiated for cooling.",Overheating,3
42,170,2024-07-01 02:00:00,Scheduled maintenance: oil level checked.,No Fault,0
42,178,2024-07-01 10:00:00,Cooling system check: OK.,No Fault,0
42,179,2024-07-01 11:00:00,visual inspection passed.,No Fault,0
42,186,2024-07-01 18:00:00,Airflow obstruction in intake.,Fan/Compressor Issue,2
42,193,2024-07-02 01:00:00,"Routine check completed, no issues found.",No Fault,0
42,210,2024-07-02 18:00:00,"coolant pressure drop, potential leak.",Overheating,3
42,214,2024-07-02 22:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
42,252,2024-07-04 12:00:00,Exhaust gas temperature warning.,Overheating,3
43,1,2024-06-28 05:00:00,"routine check completed, no issues found.",No Fault,0
43,5,2024-06-28 09:00:00,Cooling system check: OK.,No Fault,0
43,10,2024-06-28 14:00:00,Scheduled maintenance: oil level checked.,No Fault,0
43,16,2024-06-28 20:00:00,System operating within normal parameters.,No Fault,0
43,17,2024-06-28 21:00:00,Scheduled maintenance: oil level checked.,No Fault,0
43,22,2024-06-29 02:00:00,Visual inspection passed.,No Fault,0
43,26,2024-06-29 06:00:00,Scheduled maintenance: oil level checked.,No Fault,0
43,27,2024-06-29 07:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
43,30,2024-06-29 10:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
43,33,2024-06-29 13:00:00,Visual inspection passed.,No Fault,0
43,34,2024-06-29 14:00:00,Scheduled maintenance: oil level checked.,No Fault,0
43,36,2024-06-29 16:00:00,System operating within normal parameters.,No Fault,0
43,43,2024-06-29 23:00:00,System operating within normal parameters.,No Fault,0
43,45,2024-06-30 01:00:00,System operating within normal parameters.,No Fault,0
43,47,2024-06-30 03:00:00,Visual inspection passed.,No Fault,0
43,51,2024-06-30 07:00:00,"Coolant pressure drop, potential leak.",Overheating,3
43,56,2024-06-30 12:00:00,"Sensors calibrated, readings normal.",No Fault,0
43,59,2024-06-30 15:00:00,cooling system check: ok.,No Fault,0
43,66,2024-06-30 22:00:00,Cooling system check: OK.,No Fault,0
43,67,2024-06-30 23:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
43,68,2024-07-01 00:00:00,"Lubrication low, potential bearing wear.",Bearing Issue,2
43,70,2024-07-01 02:00:00,cooling system check: ok.,No Fault,0
43,75,2024-07-01 07:00:00,Temperature sensor T2 reading critical high.,Overheating,3
43,87,2024-07-01 19:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
43,88,2024-07-01 20:00:00,System operating within normal parameters.,No Fault,0
43,98,2024-07-02 06:00:00,cooling system check: ok.,No Fault,0
43,99,2024-07-02 07:00:00,Scheduled maintenance: oil level checked.,No Fault,0
43,100,2024-07-02 08:00:00,Cooling system check: OK.,No Fault,0
43,104,2024-07-02 12:00:00,Visual inspection passed.,No Fault,0
43,110,2024-07-02 18:00:00,Cooling system check: OK.,No Fault,0
43,118,2024-07-03 02:00:00,Exhaust gas temperature warning.,Overheating,3
43,119,2024-07-03 03:00:00,Fan balance check failed.,Fan/Compressor Issue,2
43,128,2024-07-03 12:00:00,visual inspection passed.,No Fault,0
43,129,2024-07-03 13:00:00,"lubrication low, potential bearing wear.",Bearing Issue,2
43,138,2024-07-03 22:00:00,System operating within normal parameters.,No Fault,0
43,143,2024-07-04 03:00:00,"Sensors calibrated, readings normal.",No Fault,0
43,145,2024-07-04 05:00:00,cooling system check: ok.,No Fault,0
43,148,2024-07-04 08:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
43,156,2024-07-04 16:00:00,cooling system check: ok.,No Fault,0
43,159,2024-07-04 19:00:00,Scheduled maintenance: oil level checked.,No Fault,0
43,163,2024-07-04 23:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
43,164,2024-07-05 00:00:00,Fan blade vibration high.,Fan/Compressor Issue,2
43,169,2024-07-05 05:00:00,Airflow obstruction in intake.,Fan/Compressor Issue,2
43,176,2024-07-05 12:00:00,Cooling system check: OK.,No Fault,0
43,183,2024-07-05 19:00:00,"Lubrication low, potential bearing wear.",Bearing Issue,2
43,187,2024-07-05 23:00:00,"Lubrication low, potential bearing wear.",Bearing Issue,2
43,199,2024-07-06 11:00:00,Fan balance check failed.,Fan/Compressor Issue,2
43,203,2024-07-06 15:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
43,206,2024-07-06 18:00:00,Scheduled maintenance: oil level checked.,No Fault,0
43,208,2024-07-06 20:00:00,visual inspection passed.,No Fault,0
43,210,2024-07-06 22:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
43,220,2024-07-07 08:00:00,"Lubrication low, potential bearing wear.",Bearing Issue,2
43,223,2024-07-07 11:00:00,"Abnormal sound from shaft, suspect bearing damage.",Bearing Issue,2
43,224,2024-07-07 12:00:00,System operating within normal parameters.,No Fault,0
44,2,2024-07-02 10:00:00,Temperature sensor T2 reading critical high.,Overheating,3
44,11,2024-07-02 19:00:00,System operating within normal parameters.,No Fault,0
44,13,2024-07-02 21:00:00,system operating within normal parameters.,No Fault,0
44,18,2024-07-03 02:00:00,"routine check completed, no issues found.",No Fault,0
44,21,2024-07-03 05:00:00,Scheduled maintenance: oil level checked.,No Fault,0
44,23,2024-07-03 07:00:00,"Routine check completed, no issues found.",No Fault,0
44,25,2024-07-03 09:00:00,System operating within normal parameters.,No Fault,0
44,26,2024-07-03 10:00:00,Scheduled maintenance: oil level checked.,No Fault,0
44,32,2024-07-03 16:00:00,Cooling system check: OK.,No Fault,0
44,36,2024-07-03 20:00:00,Scheduled maintenance: oil level checked.,No Fault,0
44,37,2024-07-03 21:00:00,System operating within normal parameters.,No Fault,0
44,38,2024-07-03 22:00:00,system operating within normal parameters.,No Fault,0
44,43,2024-07-04 03:00:00,system operating within normal parameters.,No Fault,0
44,47,2024-07-04 07:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
44,48,2024-07-04 08:00:00,"Sensors calibrated, readings normal.",No Fault,0
44,50,2024-07-04 10:00:00,Scheduled maintenance: oil level checked.,No Fault,0
44,56,2024-07-04 16:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
44,61,2024-07-04 21:00:00,"Sensors calibrated, readings normal.",No Fault,0
44,63,2024-07-04 23:00:00,Heat exchanger efficiency low.,Overheating,3
44,70,2024-07-05 06:00:00,"sensors calibrated, readings normal.",No Fault,0
44,73,2024-07-05 09:00:00,"Sensors calibrated, readings normal.",No Fault,0
44,78,2024-07-05 14:00:00,Visual inspection passed.,No Fault,0
44,79,2024-07-05 15:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
44,80,2024-07-05 16:00:00,system operating within normal parameters.,No Fault,0
44,85,2024-07-05 21:00:00,Visual inspection passed.,No Fault,0
44,86,2024-07-05 22:00:00,Scheduled maintenance: oil level checked.,No Fault,0
44,91,2024-07-06 03:00:00,scheduled maintenance: oil level checked.,No Fault,0
44,100,2024-07-06 12:00:00,"Routine check completed, no issues found.",No Fault,0
44,123,2024-07-07 11:00:00,System operating within normal parameters.,No Fault,0
44,133,2024-07-07 21:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
44,137,2024-07-08 01:00:00,Cooling system check: OK.,No Fault,0
44,147,2024-07-08 11:00:00,Scheduled maintenance: oil level checked.,No Fault,0
44,148,2024-07-08 12:00:00,"Coolant pressure drop, potential leak.",Overheating,3
44,151,2024-07-08 15:00:00,Visual inspection passed.,No Fault,0
44,152,2024-07-08 16:00:00,Visual inspection passed.,No Fault,0
44,153,2024-07-08 17:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
44,157,2024-07-08 21:00:00,Compressor efficiency dropped below 85%.,Fan/Compressor Issue,2
44,161,2024-07-09 01:00:00,System operating within normal parameters.,No Fault,0
44,164,2024-07-09 04:00:00,Heat exchanger efficiency low.,Overheating,3
44,166,2024-07-09 06:00:00,System operating within normal parameters.,No Fault,0
44,167,2024-07-09 07:00:00,Fan balance check failed.,Fan/Compressor Issue,2
44,174,2024-07-09 14:00:00,Scheduled maintenance: oil level checked.,No Fault,0
44,183,2024-07-09 23:00:00,Visual inspection passed.,No Fault,0
44,187,2024-07-10 03:00:00,"Coolant pressure drop, potential leak.",Overheating,3
44,188,2024-07-10 04:00:00,Compressor efficiency dropped below 85%.,Fan/Compressor Issue,2
44,190,2024-07-10 06:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
44,203,2024-07-10 19:00:00,"Thermal runaway risk, shutdown initiated for cooling.",Overheating,3
44,208,2024-07-11 00:00:00,High vibration detected in main bearing.,Bearing Issue,2
44,217,2024-07-11 09:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
45,2,2024-07-06 14:00:00,Scheduled maintenance: oil level checked.,No Fault,0
45,14,2024-07-07 02:00:00,overheating warning in high pressure turbine.,Overheating,3
45,19,2024-07-07 07:00:00,"Routine check completed, no issues found.",No Fault,0
45,23,2024-07-07 11:00:00,"Routine check completed, no issues found.",No Fault,0
45,31,2024-07-07 19:00:00,"Routine check completed, no issues found.",No Fault,0
45,32,2024-07-07 20:00:00,visual inspection passed.,No Fault,0
45,36,2024-07-08 00:00:00,"Sensors calibrated, readings normal.",No Fault,0
45,38,2024-07-08 02:00:00,"coolant pressure drop, potential leak.",Overheating,3
45,46,2024-07-08 10:00:00,Cooling system check: OK.,No Fault,0
45,47,2024-07-08 11:00:00,"routine check completed, no issues found.",No Fault,0
45,49,2024-07-08 13:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
45,58,2024-07-08 22:00:00,"Sensors calibrated, readings normal.",No Fault,0
45,63,2024-07-09 03:00:00,Cooling system check: OK.,No Fault,0
45,71,2024-07-09 11:00:00,visual inspection passed.,No Fault,0
45,72,2024-07-09 12:00:00,System operating within normal parameters.,No Fault,0
45,73,2024-07-09 13:00:00,System operating within normal parameters.,No Fault,0
45,75,2024-07-09 15:00:00,Visual inspection passed.,No Fault,0
45,76,2024-07-09 16:00:00,"Sensors calibrated, readings normal.",No Fault,0
45,80,2024-07-09 20:00:00,"Sensors calibrated, readings normal.",No Fault,0
45,86,2024-07-10 02:00:00,Visual inspection passed.,No Fault,0
45,87,2024-07-10 03:00:00,cooling system check: ok.,No Fault,0
45,88,2024-07-10 04:00:00,"Routine check completed, no issues found.",No Fault,0
45,89,2024-07-10 05:00:00,visual inspection passed.,No Fault,0
45,91,2024-07-10 07:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
45,96,2024-07-10 12:00:00,"Sensors calibrated, readings normal.",No Fault,0
45,97,2024-07-10 13:00:00,Cooling system check: OK.,No Fault,0
45,102,2024-07-10 18:00:00,"Routine check completed, no issues found.",No Fault,0
45,109,2024-07-11 01:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
45,111,2024-07-11 03:00:00,Visual inspection passed.,No Fault,0
45,112,2024-07-11 04:00:00,Cooling system check: OK.,No Fault,0
45,114,2024-07-11 06:00:00,"Routine check completed, no issues found.",No Fault,0
45,119,2024-07-11 11:00:00,compressor efficiency dropped below 85%.,Fan/Compressor Issue,2
45,129,2024-07-11 21:00:00,"Coolant pressure drop, potential leak.",Overheating,3
45,131,2024-07-11 23:00:00,"sensors calibrated, readings normal.",No Fault,0
45,135,2024-07-12 03:00:00,"sensors calibrated, readings normal.",No Fault,0
45,141,2024-07-12 09:00:00,System operating within normal parameters.,No Fault,0
45,144,2024-07-12 12:00:00,"Sensors calibrated, readings normal.",No Fault,0
45,145,2024-07-12 13:00:00,"Routine check completed, no issues found.",No Fault,0
45,150,2024-07-12 18:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
45,152,2024-07-12 20:00:00,Fan blade vibration high.,Fan/Compressor Issue,2
45,156,2024-07-13 00:00:00,Heat exchanger efficiency low.,Overheating,3
45,163,2024-07-13 07:00:00,Fan blade vibration high.,Fan/Compressor Issue,2
45,164,2024-07-13 08:00:00,Scheduled maintenance: oil level checked.,No Fault,0
45,167,2024-07-13 11:00:00,"Coolant pressure drop, potential leak.",Overheating,3
45,168,2024-07-13 12:00:00,"Thermal runaway risk, shutdown initiated for cooling.",Overheating,3
45,175,2024-07-13 19:00:00,Heat exchanger efficiency low.,Overheating,3
45,176,2024-07-13 20:00:00,temperature sensor t2 reading critical high.,Overheating,3
45,178,2024-07-13 22:00:00,System operating within normal parameters.,No Fault,0
45,181,2024-07-14 01:00:00,Temperature sensor T2 reading critical high.,Overheating,3
45,182,2024-07-14 02:00:00,Exhaust gas temperature warning.,Overheating,3
45,188,2024-07-14 08:00:00,visual inspection passed.,No Fault,0
46,2,2024-07-10 18:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
46,4,2024-07-10 20:00:00,Cooling system check: OK.,No Fault,0
46,15,2024-07-11 07:00:00,"Sensors calibrated, readings normal.",No Fault,0
46,16,2024-07-11 08:00:00,System operating within normal parameters.,No Fault,0
46,20,2024-07-11 12:00:00,Scheduled maintenance: oil level checked.,No Fault,0
46,24,2024-07-11 16:00:00,Cooling system check: OK.,No Fault,0
46,26,2024-07-11 18:00:00,"Routine check completed, no issues found.",No Fault,0
46,30,2024-07-11 22:00:00,Cooling system check: OK.,No Fault,0
46,31,2024-07-11 23:00:00,Scheduled maintenance: oil level checked.,No Fault,0
46,32,2024-07-12 00:00:00,Scheduled maintenance: oil level checked.,No Fault,0
46,39,2024-07-12 07:00:00,scheduled maintenance: oil level checked.,No Fault,0
46,44,2024-07-12 12:00:00,System operating within normal parameters.,No Fault,0
46,45,2024-07-12 13:00:00,surge detected in low pressure compressor.,Fan/Compressor Issue,2
46,52,2024-07-12 20:00:00,System operating within normal parameters.,No Fault,0
46,55,2024-07-12 23:00:00,cooling system check: ok.,No Fault,0
46,61,2024-07-13 05:00:00,Visual inspection passed.,No Fault,0
46,64,2024-07-13 08:00:00,"Routine check completed, no issues found.",No Fault,0
46,67,2024-07-13 11:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
46,68,2024-07-13 12:00:00,"Sensors calibrated, readings normal.",No Fault,0
46,69,2024-07-13 13:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
46,73,2024-07-13 17:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
46,83,2024-07-14 03:00:00,"sensors calibrated, readings normal.",No Fault,0
46,90,2024-07-14 10:00:00,scheduled maintenance: oil level checked.,No Fault,0
46,91,2024-07-14 11:00:00,Cooling system check: OK.,No Fault,0
46,95,2024-07-14 15:00:00,"Routine check completed, no issues found.",No Fault,0
46,101,2024-07-14 21:00:00,Cooling system check: OK.,No Fault,0
46,106,2024-07-15 02:00:00,visual inspection passed.,No Fault,0
46,108,2024-07-15 04:00:00,Scheduled maintenance: oil level checked.,No Fault,0
46,117,2024-07-15 13:00:00,"sensors calibrated, readings normal.",No Fault,0
46,122,2024-07-15 18:00:00,Scheduled maintenance: oil level checked.,No Fault,0
46,124,2024-07-15 20:00:00,"Sensors calibrated, readings normal.",No Fault,0
46,130,2024-07-16 02:00:00,"routine check completed, no issues found.",No Fault,0
46,131,2024-07-16 03:00:00,Compressor stall detected.,Fan/Compressor Issue,2
46,136,2024-07-16 08:00:00,"Routine check completed, no issues found.",No Fault,0
46,137,2024-07-16 09:00:00,Scheduled maintenance: oil level checked.,No Fault,0
46,138,2024-07-16 10:00:00,System operating within normal parameters.,No Fault,0
46,142,2024-07-16 14:00:00,high vibration detected in main bearing.,Bearing Issue,2
46,149,2024-07-16 21:00:00,System operating within normal parameters.,No Fault,0
46,151,2024-07-16 23:00:00,Compressor efficiency dropped below 85%.,Fan/Compressor Issue,2
46,155,2024-07-17 03:00:00,overheating warning in high pressure turbine.,Overheating,3
46,160,2024-07-17 08:00:00,"Routine check completed, no issues found.",No Fault,0
46,163,2024-07-17 11:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
46,166,2024-07-17 14:00:00,"Sensors calibrated, readings normal.",No Fault,0
46,172,2024-07-17 20:00:00,"sensors calibrated, readings normal.",No Fault,0
46,173,2024-07-17 21:00:00,"sensors calibrated, readings normal.",No Fault,0
46,175,2024-07-17 23:00:00,cooling system check: ok.,No Fault,0
46,178,2024-07-18 02:00:00,Cooling system check: OK.,No Fault,0
46,185,2024-07-18 09:00:00,Visual inspection passed.,No Fault,0
46,186,2024-07-18 10:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
46,190,2024-07-18 14:00:00,bearing temperature exceeding threshold.,Bearing Issue,2
46,194,2024-07-18 18:00:00,"Thermal runaway risk, shutdown initiated for cooling.",Overheating,3
46,195,2024-07-18 19:00:00,"routine check completed, no issues found.",No Fault,0
46,199,2024-07-18 23:00:00,fan balance check failed.,Fan/Compressor Issue,2
46,201,2024-07-19 01:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
46,203,2024-07-19 03:00:00,System operating within normal parameters.,No Fault,0
46,205,2024-07-19 05:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
46,209,2024-07-19 09:00:00,Compressor efficiency dropped below 85%.,Fan/Compressor Issue,2
46,210,2024-07-19 10:00:00,"lubrication low, potential bearing wear.",Bearing Issue,2
46,221,2024-07-19 21:00:00,Overheating warning in high pressure turbine.,Overheating,3
47,2,2024-07-14 22:00:00,Visual inspection passed.,No Fault,0
47,6,2024-07-15 02:00:00,Cooling system check: OK.,No Fault,0
47,7,2024-07-15 03:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
47,13,2024-07-15 09:00:00,System operating within normal parameters.,No Fault,0
47,16,2024-07-15 12:00:00,"Sensors calibrated, readings normal.",No Fault,0
47,19,2024-07-15 15:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
47,22,2024-07-15 18:00:00,Visual inspection passed.,No Fault,0
47,23,2024-07-15 19:00:00,Scheduled maintenance: oil level checked.,No Fault,0
47,34,2024-07-16 06:00:00,Visual inspection passed.,No Fault,0
47,44,2024-07-16 16:00:00,"Routine check completed, no issues found.",No Fault,0
47,45,2024-07-16 17:00:00,visual inspection passed.,No Fault,0
47,50,2024-07-16 22:00:00,Scheduled maintenance: oil level checked.,No Fault,0
47,56,2024-07-17 04:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
47,67,2024-07-17 15:00:00,Visual inspection passed.,No Fault,0
47,68,2024-07-17 16:00:00,Cooling system check: OK.,No Fault,0
47,78,2024-07-18 02:00:00,Visual inspection passed.,No Fault,0
47,79,2024-07-18 03:00:00,cooling system check: ok.,No Fault,0
47,81,2024-07-18 05:00:00,Visual inspection passed.,No Fault,0
47,82,2024-07-18 06:00:00,Scheduled maintenance: oil level checked.,No Fault,0
47,92,2024-07-18 16:00:00,scheduled maintenance: oil level checked.,No Fault,0
47,99,2024-07-18 23:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
47,105,2024-07-19 05:00:00,scheduled maintenance: oil level checked.,No Fault,0
47,112,2024-07-19 12:00:00,heat exchanger efficiency low.,Overheating,3
47,114,2024-07-19 14:00:00,High vibration detected in main bearing.,Bearing Issue,2
47,118,2024-07-19 18:00:00,"Sensors calibrated, readings normal.",No Fault,0
47,156,2024-07-21 08:00:00,"Routine check completed, no issues found.",No Fault,0
47,169,2024-07-21 21:00:00,Scheduled maintenance: oil level checked.,No Fault,0
47,172,2024-07-22 00:00:00,"Routine check completed, no issues found.",No Fault,0
47,175,2024-07-22 03:00:00,heat exchanger efficiency low.,Overheating,3
47,176,2024-07-22 04:00:00,system operating within normal parameters.,No Fault,0
47,177,2024-07-22 05:00:00,"lubrication low, potential bearing wear.",Bearing Issue,2
47,184,2024-07-22 12:00:00,"Routine check completed, no issues found.",No Fault,0
47,187,2024-07-22 15:00:00,system operating within normal parameters.,No Fault,0
47,188,2024-07-22 16:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
47,213,2024-07-23 17:00:00,Visual inspection passed.,No Fault,0
47,222,2024-07-24 02:00:00,Scheduled maintenance: oil level checked.,No Fault,0
47,227,2024-07-24 07:00:00,Fan balance check failed.,Fan/Compressor Issue,2
47,233,2024-07-24 13:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
47,234,2024-07-24 14:00:00,scheduled maintenance: oil level checked.,No Fault,0
47,244,2024-07-25 00:00:00,Visual inspection passed.,No Fault,0
47,249,2024-07-25 05:00:00,"thermal runaway risk, shutdown initiated for cooling.",Overheating,3
47,250,2024-07-25 06:00:00,Heat exchanger efficiency low.,Overheating,3
47,252,2024-07-25 08:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
47,254,2024-07-25 10:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
47,255,2024-07-25 11:00:00,bearing temperature exceeding threshold.,Bearing Issue,2
47,261,2024-07-25 17:00:00,exhaust gas temperature warning.,Overheating,3
47,264,2024-07-25 20:00:00,"Sensors calibrated, readings normal.",No Fault,0
47,269,2024-07-26 01:00:00,Heat exchanger efficiency low.,Overheating,3
47,271,2024-07-26 03:00:00,scheduled maintenance: oil level checked.,No Fault,0
48,2,2024-07-19 02:00:00,Cooling system check: OK.,No Fault,0
48,3,2024-07-19 03:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
48,4,2024-07-19 04:00:00,system operating within normal parameters.,No Fault,0
48,5,2024-07-19 05:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
48,14,2024-07-19 14:00:00,Visual inspection passed.,No Fault,0
48,16,2024-07-19 16:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,23,2024-07-19 23:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,27,2024-07-20 03:00:00,Cooling system check: OK.,No Fault,0
48,43,2024-07-20 19:00:00,"routine check completed, no issues found.",No Fault,0
48,45,2024-07-20 21:00:00,System operating within normal parameters.,No Fault,0
48,48,2024-07-21 00:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,50,2024-07-21 02:00:00,"Routine check completed, no issues found.",No Fault,0
48,52,2024-07-21 04:00:00,Fan blade vibration high.,Fan/Compressor Issue,2
48,57,2024-07-21 09:00:00,"Sensors calibrated, readings normal.",No Fault,0
48,58,2024-07-21 10:00:00,scheduled maintenance: oil level checked.,No Fault,0
48,59,2024-07-21 11:00:00,System operating within normal parameters.,No Fault,0
48,60,2024-07-21 12:00:00,Cooling system check: OK.,No Fault,0
48,75,2024-07-22 03:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
48,77,2024-07-22 05:00:00,Cooling system check: OK.,No Fault,0
48,82,2024-07-22 10:00:00,"Routine check completed, no issues found.",No Fault,0
48,83,2024-07-22 11:00:00,Cooling system check: OK.,No Fault,0
48,88,2024-07-22 16:00:00,system operating within normal parameters.,No Fault,0
48,89,2024-07-22 17:00:00,Compressor stall detected.,Fan/Compressor Issue,2
48,92,2024-07-22 20:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
48,94,2024-07-22 22:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
48,97,2024-07-23 01:00:00,"routine check completed, no issues found.",No Fault,0
48,101,2024-07-23 05:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,102,2024-07-23 06:00:00,system operating within normal parameters.,No Fault,0
48,105,2024-07-23 09:00:00,"routine check completed, no issues found.",No Fault,0
48,107,2024-07-23 11:00:00,System operating within normal parameters.,No Fault,0
48,118,2024-07-23 22:00:00,"Sensors calibrated, readings normal.",No Fault,0
48,119,2024-07-23 23:00:00,"Coolant pressure drop, potential leak.",Overheating,3
48,121,2024-07-24 01:00:00,"Sensors calibrated, readings normal.",No Fault,0
48,124,2024-07-24 04:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
48,131,2024-07-24 11:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,135,2024-07-24 15:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
48,140,2024-07-24 20:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,146,2024-07-25 02:00:00,"Routine check completed, no issues found.",No Fault,0
48,149,2024-07-25 05:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,155,2024-07-25 11:00:00,system operating within normal parameters.,No Fault,0
48,159,2024-07-25 15:00:00,"Sensors calibrated, readings normal.",No Fault,0
48,161,2024-07-25 17:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,167,2024-07-25 23:00:00,System operating within normal parameters.,No Fault,0
48,176,2024-07-26 08:00:00,"sensors calibrated, readings normal.",No Fault,0
48,183,2024-07-26 15:00:00,cooling system check: ok.,No Fault,0
48,191,2024-07-26 23:00:00,"lubrication low, potential bearing wear.",Bearing Issue,2
48,195,2024-07-27 03:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
48,198,2024-07-27 06:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
48,201,2024-07-27 09:00:00,"coolant pressure drop, potential leak.",Overheating,3
48,202,2024-07-27 10:00:00,Cooling system check: OK.,No Fault,0
48,204,2024-07-27 12:00:00,"Sensors calibrated, readings normal.",No Fault,0
48,207,2024-07-27 15:00:00,bearing temperature exceeding threshold.,Bearing Issue,2
48,216,2024-07-28 00:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
48,217,2024-07-28 01:00:00,Scheduled maintenance: oil level checked.,No Fault,0
48,218,2024-07-28 02:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
48,219,2024-07-28 03:00:00,overheating warning in high pressure turbine.,Overheating,3
48,221,2024-07-28 05:00:00,Overheating warning in high pressure turbine.,Overheating,3
48,222,2024-07-28 06:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
49,9,2024-07-23 13:00:00,"Routine check completed, no issues found.",No Fault,0
49,10,2024-07-23 14:00:00,System operating within normal parameters.,No Fault,0
49,15,2024-07-23 19:00:00,Scheduled maintenance: oil level checked.,No Fault,0
49,17,2024-07-23 21:00:00,"Sensors calibrated, readings normal.",No Fault,0
49,40,2024-07-24 20:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
49,45,2024-07-25 01:00:00,visual inspection passed.,No Fault,0
49,53,2024-07-25 09:00:00,Visual inspection passed.,No Fault,0
49,66,2024-07-25 22:00:00,Cooling system check: OK.,No Fault,0
49,76,2024-07-26 08:00:00,"Routine check completed, no issues found.",No Fault,0
49,79,2024-07-26 11:00:00,cooling system check: ok.,No Fault,0
49,96,2024-07-27 04:00:00,Cooling system check: OK.,No Fault,0
49,100,2024-07-27 08:00:00,Fan blade vibration high.,Fan/Compressor Issue,2
49,102,2024-07-27 10:00:00,Visual inspection passed.,No Fault,0
49,103,2024-07-27 11:00:00,Cooling system check: OK.,No Fault,0
49,115,2024-07-27 23:00:00,system operating within normal parameters.,No Fault,0
49,132,2024-07-28 16:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
49,135,2024-07-28 19:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
49,150,2024-07-29 10:00:00,Scheduled maintenance: oil level checked.,No Fault,0
49,158,2024-07-29 18:00:00,Cooling system check: OK.,No Fault,0
49,172,2024-07-30 08:00:00,System operating within normal parameters.,No Fault,0
49,179,2024-07-30 15:00:00,visual inspection passed.,No Fault,0
